-3,PER VEHICLE,2,Opposite,Directional,48.00,15,35.00,AB,Westfir store,4345.466&,N,12229.609&,W,Fred Gerding,5,19,11,14,51,5,24,11,14,44,North,South,F,F,F,F,7.00,T,95.00,F,T,T,T,Best Match,40.00,3.40,117.00,3.40,16.00,7.00,7.00,5.00,30,Div By 2,10,12,24,36,48,60,72,84,96,108,120
-2,"Westfir store","4345.466,N","12229.609,W","Fred Gerding","","","","041311-0101 OMG","Omega","1.25",PER VEHICLE,563.27,05/19/11,14:51:00,05/24/11,14:44:00,2,15
-1,1,"North",121.92,A-A,,Directional
-1,2,"South",121.92,A-A,,Directional
2,05/23/11,10:23:54.42,354.16,2,265.07,265.07
2,05/23/11,10:28:59.26,262.96,2,263.08,263.08
2,05/23/11,10:28:59.29,279.19,2,296.46,296.46
2,05/23/11,10:32:00.96,481.58,2,270.89,270.89
1,05/23/11,10:32:50.43,428.54,2,428.05,428.05
1,05/23/11,10:37:43.69,434.14,2,275.76,275.76
2,05/23/11,10:38:11.44,388.04,2,264.52,264.52
2,05/23/11,10:38:15.27,398.68,2,254.24,254.24
1,05/23/11,10:39:37.94,489.37,2,322.91,322.91
1,05/23/11,10:40:03.60,304.04,2,287.82,287.82
1,05/23/11,10:40:40.88,376.78,2,264.89,264.89
2,05/23/11,10:49:40.27,423.21,2,481.23,481.23
1,05/23/11,10:49:48.17,522.76,3,863.26,406.97,456.29
2,05/23/11,10:58:59.39,444.42,2,284.25,284.25
1,05/23/11,11:07:11.50,402.19,2,474.35,474.35
1,05/23/11,11:07:14.45,385.79,2,260.12,260.12
1,05/23/11,11:13:29.96,353.62,2,259.79,259.79
2,05/23/11,11:15:30.92,444.47,2,265.32,265.32
1,05/23/11,11:15:44.85,422.03,2,365.85,365.85
1,05/23/11,11:17:55.97,456.37,2,295.04,295.04
2,05/23/11,11:20:08.25,487.84,2,354.36,354.36
2,05/23/11,11:23:25.34,427.79,2,279.38,279.38
1,05/23/11,11:24:22.09,501.90,2,284.12,284.12
1,05/23/11,11:26:24.44,477.34,2,259.76,259.76
2,05/23/11,11:27:19.17,270.68,2,271.56,271.56
1,05/23/11,11:28:58.92,503.86,2,310.14,310.14
2,05/23/11,11:30:23.42,447.69,2,267.49,267.49
2,05/23/11,11:31:47.11,385.48,2,269.77,269.77
2,05/23/11,11:42:57.20,382.63,2,368.61,368.61
2,05/23/11,11:49:53.34,440.98,2,278.95,278.95
2,05/23/11,11:49:59.63,476.09,2,370.81,370.81
2,05/23/11,11:50:01.91,497.18,2,268.95,268.95
1,05/23/11,11:51:54.44,435.60,2,282.52,282.52
2,05/23/11,11:54:48.46,394.95,2,249.86,249.86
2,05/23/11,12:00:56.48,478.64,2,276.85,276.85
2,05/23/11,12:04:46.10,399.05,2,282.56,282.56
1,05/23/11,12:05:55.40,469.32,2,366.29,366.29
2,05/23/11,12:07:41.41,432.30,2,280.07,280.07
2,05/23/11,12:17:24.44,226.99,2,397.75,397.75
2,05/23/11,12:21:10.94,443.93,2,293.95,293.95
1,05/23/11,12:22:40.02,373.29,2,240.13,240.13
2,05/23/11,12:24:22.17,488.22,2,267.76,267.76
2,05/23/11,12:24:24.06,488.28,2,327.53,327.53
1,05/23/11,12:32:49.00,521.03,2,267.63,267.63
1,05/23/11,12:39:02.97,394.31,2,286.79,286.79
1,05/23/11,12:39:16.30,553.34,2,252.91,252.91
2,05/23/11,12:42:49.70,576.91,2,256.00,256.00
1,05/23/11,12:46:16.17,505.89,2,271.43,271.43
2,05/23/11,12:48:41.89,424.11,2,310.71,310.71
1,05/23/11,12:49:10.18,425.51,2,264.84,264.84
2,05/23/11,12:56:14.89,347.21,2,276.74,276.74
2,05/23/11,13:03:20.44,389.80,3,1193.19,521.47,671.71
2,05/23/11,13:03:36.03,510.54,2,244.80,244.80
2,05/23/11,13:05:43.35,411.54,2,294.53,294.53
2,05/23/11,13:06:33.77,386.43,2,271.99,271.99
2,05/23/11,13:07:29.93,399.34,2,441.22,441.22
2,05/23/11,13:10:17.75,469.32,2,280.15,280.15
2,05/23/11,13:13:34.72,438.17,2,287.46,287.46
2,05/23/11,13:13:48.01,429.30,2,401.82,401.82
1,05/23/11,13:15:54.55,423.25,2,145.46,145.46
2,05/23/11,13:17:50.93,405.20,2,341.00,341.00
2,05/23/11,13:18:32.93,416.15,2,267.11,267.11
1,05/23/11,13:19:16.69,535.19,2,271.67,271.67
2,05/23/11,13:23:01.06,401.02,2,267.21,267.21
1,05/23/11,13:24:25.54,421.06,3,1182.19,518.52,663.67
2,05/23/11,13:28:13.75,413.56,2,293.26,293.26
1,05/23/11,13:35:26.19,459.50,2,325.95,325.95
2,05/23/11,13:36:36.74,375.01,2,437.57,437.57
2,05/23/11,13:38:14.58,508.12,2,258.07,258.07
2,05/23/11,13:40:35.55,282.95,2,254.32,254.32
1,05/23/11,13:48:24.47,366.22,2,264.20,264.20
1,05/23/11,13:49:20.97,354.22,2,274.79,274.79
1,05/23/11,13:49:26.66,411.97,2,261.47,261.47
1,05/23/11,13:53:47.24,494.72,2,352.44,352.44
2,05/23/11,14:01:05.46,539.14,2,301.63,301.63
1,05/23/11,14:07:37.29,501.04,2,367.46,367.46
2,05/23/11,14:12:47.55,421.95,2,258.60,258.60
1,05/23/11,14:17:26.37,436.42,2,262.72,262.72
2,05/23/11,14:20:01.35,340.11,2,263.30,263.30
1,05/23/11,14:24:50.07,444.11,2,238.66,238.66
2,05/23/11,14:25:12.51,572.02,2,289.63,289.63
2,05/23/11,14:27:51.22,433.66,2,372.01,372.01
2,05/23/11,14:32:44.60,352.03,2,360.26,360.26
2,05/23/11,14:34:57.04,406.32,2,400.53,400.53
2,05/23/11,14:35:19.69,529.06,2,242.09,242.09
2,05/23/11,14:37:03.31,510.54,2,271.75,271.75
1,05/23/11,14:39:24.91,426.50,2,270.41,270.41
2,05/23/11,14:43:30.00,419.29,2,269.35,269.35
2,05/23/11,14:43:53.81,409.89,2,289.93,289.93
2,05/23/11,14:46:43.98,374.37,2,267.47,267.47
2,05/23/11,14:49:39.92,417.61,2,254.95,254.95
1,05/23/11,14:50:22.43,309.81,2,239.89,239.89
1,05/23/11,14:55:38.60,301.68,2,262.38,262.38
2,05/23/11,14:57:03.47,278.71,2,306.53,306.53
2,05/23/11,14:57:03.51,285.12,2,228.77,228.77
2,05/23/11,15:02:06.06,493.05,2,268.96,268.96
1,05/23/11,15:04:12.47,448.83,2,250.07,250.07
1,05/23/11,15:05:06.80,489.69,2,261.77,261.77
1,05/23/11,15:07:58.06,331.28,2,241.54,241.54
2,05/23/11,15:07:58.24,346.31,2,255.92,255.92
2,05/23/11,15:09:36.36,350.20,2,272.41,272.41
1,05/23/11,15:10:13.69,352.57,2,262.35,262.35
2,05/23/11,15:10:20.71,248.76,2,231.91,231.91
2,05/23/11,15:10:21.08,439.01,2,295.04,295.04
1,05/23/11,15:15:53.88,540.00,2,307.47,307.47
2,05/23/11,15:20:09.01,583.81,2,323.85,323.85
2,05/23/11,15:21:27.85,504.73,2,310.48,310.48
1,05/23/11,15:24:49.47,410.04,2,252.86,252.86
1,05/23/11,15:25:27.48,480.53,2,406.32,406.32
2,05/23/11,15:27:22.69,439.40,2,267.08,267.08
2,05/23/11,15:29:07.63,465.10,2,277.52,277.52
2,05/23/11,15:30:47.55,410.85,2,254.52,254.52
2,05/23/11,15:31:09.75,410.47,2,302.01,302.01
1,05/23/11,15:37:10.87,441.43,2,319.81,319.81
2,05/23/11,15:37:52.36,269.17,2,243.73,243.73
1,05/23/11,15:41:41.07,237.39,3,1070.15,408.13,662.02
2,05/23/11,15:41:43.09,439.01,2,295.04,295.04
1,05/23/11,15:41:47.44,456.37,2,2320.96,2320.96
2,05/23/11,15:43:18.78,427.50,2,280.93,280.93
2,05/23/11,15:47:28.24,399.16,2,266.56,266.56
2,05/23/11,15:52:55.70,427.25,2,280.88,280.88
2,05/23/11,15:56:01.39,415.20,2,265.72,265.72
2,05/23/11,16:00:19.08,310.32,2,533.03,533.03
1,05/23/11,16:00:25.95,497.41,2,302.52,302.52
2,05/23/11,16:02:59.46,416.46,2,300.70,300.70
1,05/23/11,16:06:30.21,375.62,2,275.16,275.16
2,05/23/11,16:08:42.29,442.72,2,337.97,337.97
2,05/23/11,16:09:06.90,525.14,2,265.94,265.94
2,05/23/11,16:09:24.99,459.79,2,274.11,274.11
2,05/23/11,16:10:38.17,444.20,2,357.71,357.71
2,05/23/11,16:14:40.19,484.50,2,284.04,284.04
1,05/23/11,16:18:10.11,590.41,2,246.48,246.48
2,05/23/11,16:19:55.37,393.25,2,434.19,434.19
2,05/23/11,16:20:13.00,456.53,2,294.17,294.17
1,05/23/11,16:21:20.15,452.21,2,294.25,294.25
1,05/23/11,16:21:37.40,499.33,2,294.08,294.08
2,05/23/11,16:21:52.25,454.60,2,324.40,324.40
1,05/23/11,16:26:42.37,479.21,2,428.71,428.71
2,05/23/11,16:28:41.90,503.80,2,446.91,446.91
2,05/23/11,16:29:44.60,353.31,2,294.12,294.12
2,05/23/11,16:30:55.53,462.01,2,282.29,282.29
2,05/23/11,16:30:57.74,457.15,2,275.85,275.85
1,05/23/11,16:31:11.72,456.37,2,295.04,295.04
1,05/23/11,16:31:11.83,162.87,2,504.03,504.03
2,05/23/11,16:31:12.00,456.37,2,858.14,858.14
2,05/23/11,16:31:13.10,456.37,2,295.04,295.04
1,05/23/11,16:31:49.89,475.89,2,272.14,272.14
2,05/23/11,16:34:54.02,396.49,2,223.35,223.35
2,05/23/11,16:35:09.13,494.10,2,271.87,271.87
2,05/23/11,16:35:20.68,446.32,2,276.31,276.31
2,05/23/11,16:35:25.32,494.94,2,309.38,309.38
2,05/23/11,16:35:42.21,436.99,2,256.23,256.23
2,05/23/11,16:35:57.50,499.79,2,272.90,272.90
2,05/23/11,16:39:05.53,492.00,2,276.04,276.04
2,05/23/11,16:39:07.62,468.72,2,265.75,265.75
1,05/23/11,16:41:45.68,440.14,2,262.96,262.96
2,05/23/11,16:42:15.25,458.11,2,356.66,356.66
1,05/23/11,16:42:59.89,490.24,2,273.84,273.84
2,05/23/11,16:45:23.53,307.90,2,303.44,303.44
2,05/23/11,16:45:50.99,440.98,2,359.30,359.30
2,05/23/11,16:47:44.28,358.56,2,339.46,339.46
2,05/23/11,16:47:59.24,422.15,2,240.23,240.23
2,05/23/11,16:49:34.98,557.14,2,356.80,356.80
2,05/23/11,16:49:38.87,477.96,2,280.74,280.74
2,05/23/11,16:50:34.87,455.82,2,271.43,271.43
2,05/23/11,16:52:16.74,402.63,2,392.40,392.40
2,05/23/11,16:53:27.80,448.56,2,286.95,286.95
2,05/23/11,16:55:01.68,432.81,2,281.17,281.17
2,05/23/11,16:57:46.21,573.59,2,255.30,255.30
2,05/23/11,16:58:09.01,594.89,2,277.77,277.77
2,05/23/11,17:02:50.38,437.51,2,377.56,377.56
1,05/23/11,17:02:57.68,542.67,2,262.40,262.40
2,05/23/11,17:03:06.35,507.12,2,263.58,263.58
2,05/23/11,17:03:34.84,483.33,2,354.19,354.19
2,05/23/11,17:07:41.00,400.10,3,922.54,414.47,508.07
2,05/23/11,17:07:41.91,439.01,2,295.04,295.04
2,05/23/11,17:08:24.62,400.21,2,438.78,438.78
2,05/23/11,17:09:45.41,531.37,2,262.25,262.25
2,05/23/11,17:13:59.23,399.08,2,437.32,437.32
1,05/23/11,17:15:09.52,422.11,2,257.42,257.42
2,05/23/11,17:15:31.70,438.60,2,256.08,256.08
2,05/23/11,17:16:50.42,421.30,2,269.41,269.41
2,05/23/11,17:20:58.11,598.38,2,372.34,372.34
2,05/23/11,17:23:09.72,405.61,2,330.79,330.79
2,05/23/11,17:25:31.98,355.14,3,799.55,344.55,455.00
2,05/23/11,17:25:32.89,439.01,2,295.04,295.04
2,05/23/11,17:28:19.48,584.36,2,282.63,282.63
1,05/23/11,17:31:32.14,316.04,2,333.07,333.07
1,05/23/11,17:34:59.64,522.70,2,285.79,285.79
1,05/23/11,17:38:13.09,530.41,2,272.92,272.92
1,05/23/11,17:40:17.41,493.83,2,267.08,267.08
2,05/23/11,17:47:53.50,425.01,2,279.46,279.46
2,05/23/11,17:51:12.09,522.89,2,291.35,291.35
2,05/23/11,17:54:41.67,428.79,2,316.64,316.64
1,05/23/11,17:56:19.26,456.37,2,295.04,295.04
1,05/23/11,17:56:19.26,463.52,3,285.99,44.41,241.59
2,05/23/11,17:58:29.69,314.45,2,275.88,275.88
2,05/23/11,18:04:01.55,491.12,2,360.08,360.08
2,05/23/11,18:07:42.95,473.88,2,341.84,341.84
2,05/23/11,18:11:40.31,432.00,2,377.76,377.76
2,05/23/11,18:11:57.33,439.04,2,241.66,241.66
2,05/23/11,18:12:34.37,406.93,2,262.38,262.38
2,05/23/11,18:12:50.40,501.67,2,276.60,276.60
1,05/23/11,18:16:50.66,421.26,2,354.16,354.16
1,05/23/11,18:24:42.71,446.87,2,259.58,259.58
1,05/23/11,18:25:02.22,372.09,2,332.22,332.22
1,05/23/11,18:27:50.60,344.62,2,302.39,302.39
2,05/23/11,18:28:11.66,493.94,2,265.82,265.82
1,05/23/11,18:28:39.64,374.18,2,275.43,275.43
1,05/23/11,18:29:00.57,361.13,2,260.32,260.32
1,05/23/11,18:29:10.18,369.08,2,237.69,237.69
1,05/23/11,18:35:52.03,426.67,2,275.25,275.25
2,05/23/11,18:36:38.26,522.76,2,285.97,285.97
1,05/23/11,18:37:30.45,445.55,2,280.54,280.54
2,05/23/11,18:50:22.74,411.66,2,354.84,354.84
1,05/23/11,18:57:07.31,457.58,2,285.94,285.94
2,05/23/11,18:59:04.61,505.02,2,315.12,315.12
2,05/23/11,18:59:17.26,544.08,2,300.03,300.03
2,05/23/11,19:07:45.13,385.62,2,319.36,319.36
2,05/23/11,19:12:32.98,469.47,2,290.98,290.98
2,05/23/11,19:12:36.72,429.67,2,266.90,266.90
2,05/23/11,19:20:39.32,450.07,2,306.59,306.59
2,05/23/11,19:27:43.26,471.09,2,316.07,316.07
2,05/23/11,19:34:11.71,532.92,2,263.53,263.53
1,05/23/11,19:35:33.87,417.30,2,274.64,274.64
2,05/23/11,19:50:39.80,570.53,2,271.15,271.15
2,05/23/11,19:53:41.16,469.63,2,274.33,274.33
2,05/23/11,19:57:24.98,344.79,2,267.00,267.00
2,05/23/11,19:58:31.54,436.95,3,1016.05,374.79,641.26
2,05/23/11,19:58:48.10,306.95,2,294.48,294.48
1,05/23/11,19:59:25.04,308.25,2,292.62,292.62
2,05/23/11,20:01:32.49,264.12,2,333.90,333.90
2,05/23/11,20:01:32.56,267.09,2,247.75,247.75
2,05/23/11,20:32:36.38,328.21,2,320.92,320.92
2,05/23/11,20:32:51.10,422.88,2,256.22,256.22
1,05/23/11,20:33:54.79,432.94,2,238.40,238.40
2,05/23/11,20:54:54.96,544.22,2,284.70,284.70
2,05/23/11,21:38:11.11,506.13,2,277.34,277.34
1,05/23/11,21:42:19.35,490.57,2,252.14,252.14
1,05/23/11,21:52:29.01,348.56,2,292.08,292.08
2,05/24/11,01:37:21.73,408.02,2,295.15,295.15
2,05/24/11,01:43:38.90,391.92,2,401.21,401.21
1,05/24/11,02:53:18.29,563.72,2,324.64,324.64
1,05/24/11,02:57:34.54,560.05,2,350.51,350.51
1,05/24/11,03:03:07.42,484.13,2,402.42,402.42
1,05/24/11,03:09:08.37,512.69,2,394.38,394.38
1,05/24/11,03:11:26.16,443.70,2,263.09,263.09
1,05/24/11,03:31:12.85,504.21,2,266.95,266.95
2,05/24/11,03:40:28.86,375.65,2,241.03,241.03
1,05/24/11,03:57:42.29,579.80,2,264.47,264.47
1,05/24/11,03:59:28.37,636.10,2,411.10,411.10
2,05/24/11,04:11:50.14,279.95,3,556.00,29.97,526.03
1,05/24/11,04:16:41.31,570.46,2,265.53,265.53
1,05/24/11,04:17:32.03,819.94,2,263.18,263.18
1,05/24/11,04:18:08.92,519.73,2,259.13,259.13
1,05/24/11,04:27:48.08,326.98,2,270.83,270.83
1,05/24/11,04:36:01.98,608.84,2,273.98,273.98
1,05/24/11,04:42:36.50,436.08,2,356.60,356.60
1,05/24/11,04:42:52.31,572.92,2,276.96,276.96
1,05/24/11,04:55:40.01,426.21,2,276.30,276.30
1,05/24/11,04:58:25.99,424.23,2,331.17,331.17
1,05/24/11,05:10:49.48,526.59,2,243.46,243.46
1,05/24/11,05:12:13.63,547.41,2,259.35,259.35
2,05/24/11,05:12:36.62,472.41,2,329.66,329.66
1,05/24/11,05:17:16.39,595.13,2,301.95,301.95
2,05/24/11,05:20:50.08,407.19,2,271.46,271.46
1,05/24/11,05:23:21.56,551.05,2,371.16,371.16
1,05/24/11,05:24:42.03,439.75,2,266.06,266.06
2,05/24/11,05:31:54.02,489.47,2,263.16,263.16
1,05/24/11,05:36:02.95,584.75,2,255.47,255.47
1,05/24/11,05:39:09.42,481.37,2,218.41,218.41
1,05/24/11,05:39:11.90,470.73,2,261.74,261.74
1,05/24/11,05:40:00.26,470.53,2,253.47,253.47
1,05/24/11,05:40:03.47,505.25,2,274.07,274.07
1,05/24/11,05:40:30.75,587.80,2,260.54,260.54
1,05/24/11,05:43:04.38,631.44,2,255.50,255.50
1,05/24/11,05:46:34.98,457.58,2,349.25,349.25
1,05/24/11,05:47:49.72,480.68,2,319.39,319.39
1,05/24/11,05:49:44.15,516.49,2,308.82,308.82
1,05/24/11,05:52:49.76,569.28,2,292.89,292.89
1,05/24/11,05:55:17.78,561.84,2,260.32,260.32
1,05/24/11,05:57:05.77,615.41,2,266.44,266.44
1,05/24/11,05:59:05.77,514.19,2,250.95,250.95
1,05/24/11,05:59:41.45,502.82,2,263.25,263.25
1,05/24/11,06:03:46.42,453.56,2,260.37,260.37
1,05/24/11,06:07:52.71,456.37,2,295.04,295.04
1,05/24/11,06:07:52.71,327.69,3,675.02,59.50,615.52
2,05/24/11,06:14:31.93,386.09,2,360.39,360.39
1,05/24/11,06:17:38.55,462.69,2,295.25,295.25
2,05/24/11,06:24:34.63,372.09,2,284.00,284.00
1,05/24/11,06:25:55.54,449.66,2,226.09,226.09
1,05/24/11,06:30:38.53,420.90,2,578.89,578.89
1,05/24/11,06:32:07.95,455.54,2,266.78,266.78
2,05/24/11,06:35:12.34,465.29,2,339.54,339.54
1,05/24/11,06:42:09.21,409.01,2,238.06,238.06
2,05/24/11,06:43:45.86,428.58,2,246.52,246.52
1,05/24/11,06:46:07.62,487.08,2,250.39,250.39
2,05/24/11,06:52:14.98,448.14,2,371.81,371.81
2,05/24/11,06:52:50.65,413.44,2,280.03,280.03
2,05/24/11,06:53:34.50,427.46,2,322.48,322.48
1,05/24/11,06:57:55.63,489.26,2,367.57,367.57
1,05/24/11,06:59:15.30,548.50,2,427.24,427.24
1,05/24/11,06:59:36.35,498.48,2,273.62,273.62
2,05/24/11,07:02:49.26,395.52,2,369.99,369.99
1,05/24/11,07:02:57.33,551.19,2,264.10,264.10
1,05/24/11,07:05:15.91,386.81,2,254.60,254.60
1,05/24/11,07:05:54.06,524.89,2,274.09,274.09
1,05/24/11,07:16:59.47,451.28,3,832.77,357.09,475.68
1,05/24/11,07:17:00.21,456.37,2,295.04,295.04
1,05/24/11,07:24:29.76,559.69,2,264.77,264.77
1,05/24/11,07:28:24.45,405.91,2,265.52,265.52
2,05/24/11,07:28:45.27,529.64,2,292.46,292.46
1,05/24/11,07:37:49.45,483.81,2,348.79,348.79
1,05/24/11,07:43:40.82,389.83,2,260.79,260.79
2,05/24/11,07:51:18.78,563.21,2,288.33,288.33
2,05/24/11,08:04:29.22,371.80,2,251.31,251.31
2,05/24/11,08:05:55.27,331.20,2,406.88,406.88
2,05/24/11,08:05:56.29,344.60,2,90.95,90.95
2,05/24/11,08:10:58.98,306.85,2,255.93,255.93
1,05/24/11,08:14:46.88,419.05,2,274.41,274.41
1,05/24/11,08:18:35.84,605.81,2,282.97,282.97
2,05/24/11,08:21:47.08,351.92,2,275.55,275.55
1,05/24/11,08:22:31.86,491.17,2,261.36,261.36
1,05/24/11,08:24:27.08,497.41,2,250.13,250.13
2,05/24/11,08:28:43.62,283.96,2,268.56,268.56
2,05/24/11,08:32:26.43,188.87,2,270.22,270.22
2,05/24/11,08:33:55.00,486.54,2,288.41,288.41
1,05/24/11,08:43:43.87,445.55,2,264.93,264.93
2,05/24/11,08:48:32.97,563.07,2,145.18,145.18
1,05/24/11,08:49:42.44,586.08,2,355.88,355.88
2,05/24/11,08:59:38.17,512.27,2,260.76,260.76
2,05/24/11,09:02:07.60,353.62,2,264.66,264.66
2,05/24/11,09:03:40.71,211.77,2,250.66,250.66
1,05/24/11,09:07:48.22,564.95,2,247.95,247.95
1,05/24/11,09:09:17.62,502.36,2,271.00,271.00
1,05/24/11,09:10:35.09,399.08,2,273.08,273.08
1,05/24/11,09:13:57.05,441.69,2,272.28,272.28
1,05/24/11,09:14:00.02,504.03,2,157.66,157.66
2,05/24/11,09:17:49.67,460.27,3,876.10,356.26,519.84
2,05/24/11,09:17:50.42,439.01,2,295.04,295.04
2,05/24/11,09:19:59.03,504.90,2,297.60,297.60
1,05/24/11,09:27:06.38,467.42,2,272.27,272.27
2,05/24/11,09:28:05.61,439.01,3,323.71,100.89,222.81
2,05/24/11,09:28:05.95,139.61,2,177.64,177.64
1,05/24/11,09:28:05.97,439.01,3,268.09,73.08,195.00
2,05/24/11,09:28:06.59,439.01,3,294.26,86.17,208.09
2,05/24/11,09:30:54.30,471.75,2,359.19,359.19
1,05/24/11,09:32:25.54,557.28,2,295.39,295.39
2,05/24/11,09:34:51.92,483.81,2,314.70,314.70
2,05/24/11,09:36:28.66,439.01,2,891.85,891.85
1,05/24/11,09:39:13.94,500.13,2,247.56,247.56
1,05/24/11,09:42:12.73,518.50,2,264.68,264.68
2,05/24/11,09:48:24.81,423.70,2,414.76,414.76
2,05/24/11,09:48:31.92,255.45,2,250.00,250.00
2,05/24/11,09:48:57.18,584.20,2,300.35,300.35
1,05/24/11,09:57:18.23,491.89,2,280.54,280.54
1,05/24/11,10:04:28.27,337.44,2,288.77,288.77
2,05/24/11,10:05:28.30,366.71,2,267.95,267.95
1,05/24/11,10:05:51.26,537.88,2,270.49,270.49
2,05/24/11,10:08:05.62,429.34,2,309.78,309.78
1,05/24/11,10:10:24.68,354.79,2,312.28,312.28
2,05/24/11,10:11:05.41,456.44,2,274.50,274.50
2,05/24/11,10:14:03.74,431.66,2,265.00,265.00
1,05/24/11,10:18:13.99,452.44,3,930.69,399.93,530.76
1,05/24/11,10:18:14.81,456.37,2,295.04,295.04
1,05/24/11,10:31:32.75,436.73,2,350.50,350.50
2,05/24/11,10:35:58.90,457.53,2,268.00,268.00
1,05/24/11,10:38:14.58,478.64,2,258.60,258.60
2,05/24/11,10:40:28.69,390.49,2,252.28,252.28
1,05/24/11,10:41:43.13,487.73,2,306.70,306.70
2,05/24/11,10:43:12.84,385.79,2,399.29,399.29
2,05/24/11,10:43:35.56,457.87,2,308.09,308.09
1,05/24/11,10:44:33.20,471.85,2,403.35,403.35
2,05/24/11,10:44:44.61,460.61,2,346.44,346.44
1,05/24/11,10:46:36.70,554.88,2,282.53,282.53
2,05/24/11,10:47:09.58,421.71,2,269.93,269.93
1,05/24/11,10:53:44.67,565.97,2,306.95,306.95
2,05/24/11,10:55:15.66,324.04,2,288.46,288.46
1,05/24/11,11:04:15.36,569.65,2,270.19,270.19
2,05/24/11,11:14:25.72,423.74,2,290.44,290.44
1,05/24/11,11:23:58.16,275.39,2,398.75,398.75
2,05/24/11,11:26:14.61,259.45,2,363.93,363.93
1,05/24/11,11:27:45.03,399.08,2,266.91,266.91
1,05/24/11,11:29:11.85,456.37,2,295.04,295.04
1,05/24/11,11:29:11.86,163.68,3,270.18,23.67,246.51
1,05/24/11,11:32:07.66,477.29,2,145.93,145.93
2,05/24/11,11:35:31.88,353.02,2,350.61,350.61
2,05/24/11,11:44:07.39,331.25,2,312.01,312.01
1,05/24/11,11:47:42.26,470.33,2,393.52,393.52
1,05/24/11,11:47:44.44,452.58,2,282.87,282.87
2,05/24/11,11:52:31.64,421.06,2,258.54,258.54
1,05/24/11,11:53:21.90,472.15,2,266.32,266.32
2,05/24/11,12:00:36.69,315.45,2,290.53,290.53
1,05/24/11,12:05:33.67,592.64,2,247.13,247.13
1,05/24/11,12:09:07.18,430.35,2,246.91,246.91
2,05/24/11,12:09:35.66,335.59,2,265.33,265.33
2,05/24/11,12:17:14.36,438.43,2,408.54,408.54
2,05/24/11,12:19:33.03,410.16,2,268.68,268.68
1,05/24/11,12:20:29.89,294.31,2,264.31,264.31
2,05/24/11,12:21:35.33,258.55,2,324.91,324.91
1,05/24/11,12:22:06.95,456.37,5,1484.95,310.28,371.24,371.24,432.20
1,05/24/11,12:22:51.97,372.37,2,357.88,357.88
1,05/24/11,12:24:43.93,454.78,2,312.25,312.25
2,05/24/11,12:27:26.84,418.33,2,262.22,262.22
1,05/24/11,12:30:42.14,422.84,2,255.19,255.19
2,05/24/11,12:31:26.10,427.66,2,282.21,282.21
1,05/24/11,12:32:34.42,595.22,2,247.20,247.20
2,05/24/11,12:39:08.18,510.96,2,149.14,149.14
2,05/24/11,12:39:42.08,474.81,2,266.29,266.29
1,05/24/11,12:45:21.86,454.45,2,290.85,290.85
2,05/24/11,12:45:47.40,503.92,2,257.92,257.92
2,05/24/11,12:48:43.44,438.74,2,404.42,404.42
2,05/24/11,12:48:45.36,455.35,2,257.59,257.59
1,05/24/11,12:51:53.03,287.42,2,260.90,260.90
1,05/24/11,12:52:38.54,503.45,2,267.63,267.63
2,05/24/11,12:53:46.85,481.42,2,279.99,279.99
2,05/24/11,12:55:35.79,250.56,2,274.14,274.14
2,05/24/11,12:56:31.52,497.46,2,278.40,278.40
1,05/24/11,12:57:00.58,375.97,2,319.40,319.40
1,05/24/11,12:57:02.56,421.71,2,256.53,256.53
2,05/24/11,12:57:17.33,642.91,2,342.20,342.20
2,05/24/11,12:58:45.92,415.64,2,281.49,281.49
1,05/24/11,13:03:04.24,385.28,2,339.77,339.77
1,05/24/11,13:05:24.45,440.76,2,264.21,264.21
2,05/24/11,13:05:43.43,188.84,2,346.69,346.69
2,05/24/11,13:05:43.50,194.94,2,295.24,295.24
1,05/24/11,13:05:44.35,456.37,2,295.04,295.04
2,05/24/11,13:06:20.95,369.61,2,275.62,275.62
2,05/24/11,13:06:22.97,413.64,2,271.01,271.01
2,05/24/11,13:11:49.93,557.92,2,334.41,334.41
2,05/24/11,13:12:09.66,509.36,2,265.43,265.43
1,05/24/11,13:15:22.00,377.66,2,269.32,269.32
2,05/24/11,13:18:01.02,492.44,2,261.08,261.08
1,05/24/11,13:18:07.48,558.91,2,264.94,264.94
2,05/24/11,13:19:12.75,476.61,2,170.61,170.61
2,05/24/11,13:21:48.79,483.33,2,266.01,266.01
2,05/24/11,13:21:54.75,518.01,2,161.46,161.46
1,05/24/11,13:23:30.44,541.60,2,304.24,304.24
1,05/24/11,13:25:01.93,522.70,2,262.86,262.86
2,05/24/11,13:25:49.26,485.41,2,269.47,269.47
2,05/24/11,13:26:01.18,504.44,2,402.64,402.64
1,05/24/11,13:29:29.29,430.43,2,282.17,282.17
1,05/24/11,13:31:02.45,455.78,2,367.34,367.34
1,05/24/11,13:32:00.68,409.51,2,262.02,262.02
2,05/24/11,13:34:14.33,558.98,2,363.80,363.80
2,05/24/11,13:35:05.64,530.86,2,365.70,365.70
2,05/24/11,13:39:20.44,429.17,2,330.71,330.71
1,05/24/11,13:39:43.03,486.17,2,279.47,279.47
1,05/24/11,13:44:36.91,447.96,2,268.73,268.73
2,05/24/11,13:44:54.52,502.65,2,280.66,280.66
1,05/24/11,13:45:30.19,402.08,2,326.71,326.71
2,05/24/11,13:46:20.24,390.87,2,349.70,349.70
1,05/24/11,13:53:15.26,457.39,2,261.44,261.44
