-3,PER VEHICLE,2,Opposite,Directional,48.00,15,35.00,AB,Westfir store,4345.466&,N,12229.609&,W,Fred Gerding,5,19,11,14,51,5,24,11,14,44,North,South,F,F,F,F,7.00,T,95.00,F,T,T,T,Best Match,40.00,3.40,117.00,3.40,16.00,7.00,7.00,5.00,30,Div By 2,10,12,24,36,48,60,72,84,96,108,120
-2,"Westfir store","4345.466,N","12229.609,W","Fred Gerding","","","","041311-0101 OMG","Omega","1.25",PER VEHICLE,563.27,05/19/11,14:51:00,05/24/11,14:44:00,2,15
-1,1,"North",121.92,A-A,,Directional
-1,2,"South",121.92,A-A,,Directional
2,05/20/11,14:59:24.28,215.16,2,262.34,262.34
2,05/20/11,14:59:24.33,222.62,2,212.41,212.41
1,05/20/11,15:00:18.31,349.90,2,356.05,356.05
2,05/20/11,15:00:55.15,459.64,2,271.39,271.39
2,05/20/11,15:02:06.31,438.43,2,236.41,236.41
1,05/20/11,15:03:13.13,414.30,2,398.82,398.82
1,05/20/11,15:06:06.62,433.28,2,256.37,256.37
1,05/20/11,15:06:23.71,476.25,2,271.41,271.41
2,05/20/11,15:06:49.88,494.33,2,257.46,257.46
2,05/20/11,15:08:49.95,335.97,2,276.33,276.33
2,05/20/11,15:09:27.25,130.62,2,277.71,277.71
1,05/20/11,15:11:10.30,349.79,2,268.58,268.58
2,05/20/11,15:12:24.44,493.77,2,276.20,276.20
2,05/20/11,15:13:00.65,481.69,2,299.90,299.90
1,05/20/11,15:13:32.60,321.08,2,288.27,288.27
1,05/20/11,15:17:15.77,375.43,2,273.44,273.44
1,05/20/11,15:17:27.56,349.31,2,263.35,263.35
1,05/20/11,15:18:34.18,587.64,2,261.27,261.27
2,05/20/11,15:24:58.12,448.51,2,275.02,275.02
2,05/20/11,15:29:39.93,369.98,2,275.69,275.69
1,05/20/11,15:32:23.63,467.47,2,155.37,155.37
2,05/20/11,15:35:45.97,462.99,2,265.61,265.61
2,05/20/11,15:38:06.19,513.59,2,272.52,272.52
2,05/20/11,15:38:21.16,413.95,2,282.13,282.13
2,05/20/11,15:38:32.57,505.48,2,275.77,275.77
1,05/20/11,15:40:29.64,526.15,2,357.25,357.25
2,05/20/11,15:40:53.89,495.78,2,418.93,418.93
2,05/20/11,15:41:49.40,416.70,2,260.50,260.50
2,05/20/11,15:44:41.63,426.42,2,298.91,298.91
1,05/20/11,15:48:11.90,442.05,2,294.06,294.06
1,05/20/11,15:48:52.70,634.27,2,249.42,249.42
2,05/20/11,15:53:57.49,469.37,2,283.76,283.76
2,05/20/11,15:54:10.53,445.69,2,310.28,310.28
2,05/20/11,15:56:19.28,393.68,2,293.01,293.01
1,05/20/11,15:56:39.27,496.39,2,265.30,265.30
2,05/20/11,15:57:25.47,484.50,2,308.92,308.92
1,05/20/11,16:00:18.23,443.48,2,232.32,232.32
2,05/20/11,16:02:01.54,488.93,2,280.65,280.65
2,05/20/11,16:02:08.88,315.81,2,538.14,538.14
2,05/20/11,16:04:51.54,344.06,2,309.75,309.75
1,05/20/11,16:06:52.92,366.52,2,399.26,399.26
1,05/20/11,16:08:50.25,519.05,2,266.19,266.19
1,05/20/11,16:09:45.07,440.23,2,249.82,249.82
1,05/20/11,16:10:18.24,348.20,2,275.53,275.53
2,05/20/11,16:10:30.68,488.06,2,376.00,376.00
2,05/20/11,16:11:37.29,303.93,2,354.86,354.86
1,05/20/11,16:12:02.97,429.34,2,305.12,305.12
1,05/20/11,16:16:54.20,443.75,2,310.30,310.30
2,05/20/11,16:18:29.07,409.01,2,282.73,282.73
2,05/20/11,16:19:08.52,380.77,2,361.07,361.07
2,05/20/11,16:20:32.12,472.41,2,323.79,323.79
1,05/20/11,16:21:23.78,463.33,2,264.36,264.36
1,05/20/11,16:22:48.32,532.34,3,1033.61,355.04,678.57
1,05/20/11,16:22:49.09,456.37,2,295.04,295.04
2,05/20/11,16:24:11.89,435.17,2,280.02,280.02
2,05/20/11,16:25:07.67,494.21,2,264.47,264.47
2,05/20/11,16:25:17.24,359.68,2,297.86,297.86
2,05/20/11,16:30:27.87,489.20,2,270.13,270.13
1,05/20/11,16:33:17.75,548.50,2,264.87,264.87
2,05/20/11,16:33:53.40,537.29,2,316.17,316.17
2,05/20/11,16:34:15.37,496.06,2,365.17,365.17
1,05/20/11,16:36:34.04,540.40,2,266.52,266.52
2,05/20/11,16:42:48.96,554.32,2,294.04,294.04
2,05/20/11,16:43:35.34,530.28,2,280.18,280.18
2,05/20/11,16:43:43.55,474.86,2,360.54,360.54
2,05/20/11,16:44:40.50,479.58,2,314.87,314.87
2,05/20/11,16:47:39.78,399.74,2,275.04,275.04
2,05/20/11,16:48:12.57,378.57,2,358.19,358.19
2,05/20/11,16:54:28.56,571.87,2,255.50,255.50
2,05/20/11,16:55:46.35,465.79,2,283.41,283.41
2,05/20/11,16:56:31.95,452.67,2,270.61,270.61
2,05/20/11,16:56:33.69,459.79,2,269.72,269.72
2,05/20/11,17:02:16.36,473.83,2,273.30,273.30
1,05/20/11,17:02:51.18,283.75,2,286.87,286.87
2,05/20/11,17:04:48.99,399.16,2,277.90,277.90
2,05/20/11,17:06:16.94,530.34,2,268.35,268.35
2,05/20/11,17:07:04.41,504.21,2,274.69,274.69
1,05/20/11,17:10:07.38,490.40,2,304.99,304.99
2,05/20/11,17:10:17.27,444.15,2,279.63,279.63
1,05/20/11,17:10:18.08,451.23,2,305.36,305.36
2,05/20/11,17:10:21.13,569.79,2,282.10,282.10
2,05/20/11,17:11:17.92,457.96,2,242.83,242.83
2,05/20/11,17:12:01.55,420.86,2,341.20,341.20
2,05/20/11,17:12:03.85,404.12,2,273.32,273.32
2,05/20/11,17:12:07.62,436.55,2,295.45,295.45
2,05/20/11,17:12:09.46,448.97,2,264.75,264.75
2,05/20/11,17:13:34.11,473.02,2,259.19,259.19
1,05/20/11,17:16:43.67,322.30,2,429.44,429.44
2,05/20/11,17:19:16.50,500.24,2,309.68,309.68
2,05/20/11,17:24:31.03,390.66,2,257.51,257.51
2,05/20/11,17:25:05.01,491.56,2,266.90,266.90
2,05/20/11,17:26:34.33,507.53,2,268.60,268.60
2,05/20/11,17:35:04.51,550.36,2,266.40,266.40
2,05/20/11,17:36:09.30,420.21,2,274.42,274.42
2,05/20/11,17:38:08.07,412.43,2,355.99,355.99
2,05/20/11,17:38:12.14,439.84,3,591.27,268.80,322.47
2,05/20/11,17:40:27.96,434.39,2,241.14,241.14
2,05/20/11,17:44:07.14,493.77,2,360.59,360.59
2,05/20/11,17:50:20.71,377.43,2,436.48,436.48
1,05/20/11,17:52:39.17,669.89,2,272.25,272.25
2,05/20/11,17:56:32.52,468.27,2,262.95,262.95
2,05/20/11,17:58:02.41,553.13,2,279.07,279.07
2,05/20/11,18:03:00.51,368.65,3,637.80,272.78,365.02
1,05/20/11,18:03:22.83,508.65,2,256.19,256.19
1,05/20/11,18:10:22.16,504.55,2,316.59,316.59
2,05/20/11,18:13:27.98,451.37,2,277.89,277.89
2,05/20/11,18:13:37.56,547.89,2,300.15,300.15
2,05/20/11,18:20:16.48,428.79,2,297.50,297.50
2,05/20/11,18:29:07.79,392.90,2,270.08,270.08
1,05/20/11,18:32:59.05,500.93,2,250.56,250.56
1,05/20/11,18:34:55.83,411.27,2,284.64,284.64
2,05/20/11,18:35:46.90,280.06,2,273.91,273.91
2,05/20/11,18:44:03.19,636.57,2,315.98,315.98
2,05/20/11,18:50:17.59,529.06,2,287.18,287.18
1,05/20/11,18:53:34.17,552.23,2,308.48,308.48
2,05/20/11,18:57:25.07,437.73,2,310.14,310.14
2,05/20/11,18:59:17.97,478.53,2,300.08,300.08
1,05/20/11,18:59:44.45,452.30,2,257.11,257.11
2,05/20/11,19:02:38.51,496.51,2,316.58,316.58
2,05/20/11,19:04:20.05,552.79,2,300.78,300.78
2,05/20/11,19:14:54.54,368.28,3,873.73,288.40,585.33
2,05/20/11,19:16:39.37,607.66,2,305.26,305.26
2,05/20/11,19:18:27.68,456.58,2,271.94,271.94
1,05/20/11,19:26:09.95,460.36,2,274.52,274.52
2,05/20/11,19:30:56.80,546.39,2,267.99,267.99
1,05/20/11,19:32:24.70,474.60,2,367.54,367.54
2,05/20/11,19:35:05.79,381.07,2,277.51,277.51
2,05/20/11,19:45:37.23,340.77,2,299.19,299.19
2,05/20/11,19:48:20.45,377.53,2,333.51,333.51
2,05/20/11,19:48:59.66,356.95,2,309.67,309.67
1,05/20/11,19:58:16.72,444.15,2,293.28,293.28
1,05/20/11,20:09:33.71,363.52,2,262.54,262.54
2,05/20/11,20:11:35.50,454.93,2,257.97,257.97
2,05/20/11,20:23:33.70,563.36,2,317.44,317.44
2,05/20/11,20:36:23.23,470.88,2,266.95,266.95
2,05/20/11,20:50:47.68,492.88,2,280.96,280.96
1,05/20/11,20:56:56.86,411.24,2,267.50,267.50
2,05/20/11,20:59:47.39,251.31,2,283.15,283.15
2,05/20/11,20:59:47.44,259.11,2,218.20,218.20
2,05/20/11,21:13:12.24,482.37,2,265.57,265.57
2,05/20/11,21:27:04.71,444.24,2,270.69,270.69
2,05/20/11,21:37:52.13,417.18,2,230.39,230.39
2,05/20/11,21:41:28.45,317.52,2,301.27,301.27
2,05/20/11,21:41:28.85,439.01,2,295.04,295.04
2,05/20/11,21:42:38.75,587.09,2,264.62,264.62
1,05/20/11,21:46:56.21,552.02,2,309.55,309.55
2,05/20/11,21:50:01.13,564.66,2,268.14,268.14
2,05/20/11,21:52:55.29,440.28,2,236.78,236.78
1,05/20/11,22:06:01.92,465.54,2,262.72,262.72
2,05/20/11,22:22:11.95,507.00,2,400.90,400.90
1,05/20/11,22:36:57.42,408.21,2,293.68,293.68
1,05/20/11,23:14:02.47,587.96,2,257.25,257.25
2,05/20/11,23:52:00.11,488.49,2,309.04,309.04
2,05/21/11,01:42:57.45,691.64,2,282.59,282.59
1,05/21/11,04:05:03.30,580.26,2,263.33,263.33
2,05/21/11,04:11:48.24,439.01,3,1008.15,443.12,565.04
2,05/21/11,04:18:22.39,410.01,2,240.45,240.45
2,05/21/11,04:18:37.02,372.65,2,256.91,256.91
1,05/21/11,04:51:18.75,419.49,2,357.21,357.21
2,05/21/11,04:52:55.66,523.82,2,331.03,331.03
1,05/21/11,05:04:24.20,597.97,2,411.60,411.60
1,05/21/11,05:33:11.34,432.43,2,276.93,276.93
1,05/21/11,05:40:44.84,498.31,2,260.73,260.73
1,05/21/11,06:10:17.10,525.14,2,259.04,259.04
1,05/21/11,06:15:55.12,469.63,2,247.60,247.60
2,05/21/11,06:22:06.08,450.44,2,361.66,361.66
1,05/21/11,06:36:04.18,462.06,2,325.05,325.05
1,05/21/11,06:37:49.64,470.28,2,251.86,251.86
1,05/21/11,07:02:00.27,357.16,2,254.04,254.04
1,05/21/11,07:03:53.65,527.03,2,277.77,277.77
1,05/21/11,07:04:37.61,434.78,2,259.23,259.23
1,05/21/11,07:05:15.37,419.85,3,856.06,310.79,545.27
1,05/21/11,07:05:16.18,456.37,2,295.04,295.04
2,05/21/11,07:15:39.10,268.12,2,275.26,275.26
1,05/21/11,07:22:07.16,494.77,2,350.79,350.79
1,05/21/11,07:22:19.56,678.80,2,273.20,273.20
1,05/21/11,07:31:31.07,471.09,2,269.36,269.36
1,05/21/11,07:36:10.27,510.48,2,284.04,284.04
2,05/21/11,07:37:12.96,288.61,2,362.73,362.73
2,05/21/11,07:37:12.99,307.02,2,399.44,399.44
1,05/21/11,07:43:03.16,422.56,2,309.89,309.89
1,05/21/11,07:46:18.35,450.35,2,351.91,351.91
2,05/21/11,07:47:11.46,563.72,2,308.07,308.07
1,05/21/11,07:48:17.18,531.50,2,271.79,271.79
1,05/21/11,07:48:59.08,546.93,2,161.53,161.53
1,05/21/11,07:50:02.08,355.54,2,375.05,375.05
1,05/21/11,07:50:06.01,388.14,2,259.09,259.09
2,05/21/11,07:53:34.68,492.44,2,301.22,301.22
1,05/21/11,07:55:31.16,468.97,2,370.46,370.46
2,05/21/11,07:56:34.45,505.95,2,266.09,266.09
2,05/21/11,08:05:57.76,609.60,2,284.01,284.01
2,05/21/11,08:06:11.92,411.93,2,264.75,264.75
2,05/21/11,08:08:55.27,510.66,2,366.61,366.61
1,05/21/11,08:15:27.37,393.40,2,260.76,260.76
2,05/21/11,08:16:31.35,505.31,2,257.88,257.88
2,05/21/11,08:17:18.16,461.04,2,264.31,264.31
2,05/21/11,08:24:09.61,439.01,3,442.18,160.13,282.05
1,05/21/11,08:25:33.63,506.89,2,264.09,264.09
1,05/21/11,08:29:41.54,489.53,3,854.69,281.91,572.78
1,05/21/11,08:34:37.37,518.26,2,252.45,252.45
2,05/21/11,08:38:22.43,515.34,2,278.70,278.70
2,05/21/11,08:40:53.38,465.39,2,266.81,266.81
1,05/21/11,08:47:29.81,385.11,2,269.70,269.70
2,05/21/11,08:49:49.41,357.97,2,262.94,262.94
2,05/21/11,08:53:59.98,216.19,2,250.46,250.46
1,05/21/11,08:58:01.86,411.27,2,285.32,285.32
1,05/21/11,08:58:04.46,338.56,2,352.51,352.51
1,05/21/11,08:58:59.87,447.69,2,238.53,238.53
1,05/21/11,08:59:46.23,407.12,2,260.17,260.17
2,05/21/11,09:00:58.29,458.39,2,370.55,370.55
1,05/21/11,09:02:33.23,418.09,2,267.49,267.49
1,05/21/11,09:04:47.42,433.32,2,253.04,253.04
2,05/21/11,09:07:39.15,245.65,2,254.60,254.60
2,05/21/11,09:07:52.45,454.08,2,358.80,358.80
1,05/21/11,09:13:23.66,427.04,2,324.09,324.09
1,05/21/11,09:13:32.81,395.77,2,260.20,260.20
1,05/21/11,09:15:28.84,590.41,2,256.25,256.25
2,05/21/11,09:16:43.21,294.35,2,249.86,249.86
2,05/21/11,09:18:56.72,631.62,2,314.14,314.14
1,05/21/11,09:18:56.85,456.37,2,269.78,269.78
2,05/21/11,09:20:28.47,345.87,2,263.40,263.40
2,05/21/11,09:20:34.81,423.25,2,291.20,291.20
1,05/21/11,09:22:20.16,395.27,2,260.55,260.55
2,05/21/11,09:24:09.93,433.45,2,309.21,309.21
2,05/21/11,09:29:37.47,435.82,2,372.20,372.20
1,05/21/11,09:29:49.77,349.73,2,424.16,424.16
2,05/21/11,09:33:27.42,496.23,2,355.16,355.16
2,05/21/11,09:35:39.39,179.68,2,287.95,287.95
2,05/21/11,09:35:39.45,183.35,2,235.38,235.38
1,05/21/11,09:35:40.24,456.37,2,295.04,295.04
2,05/21/11,09:36:07.68,444.87,2,239.95,239.95
2,05/21/11,09:37:08.69,439.01,2,295.04,295.04
2,05/21/11,09:37:08.75,348.90,3,364.33,196.80,167.53
2,05/21/11,09:37:46.97,182.38,2,270.87,270.87
1,05/21/11,09:41:35.33,368.15,2,235.79,235.79
2,05/21/11,09:43:32.22,438.12,2,355.43,355.43
1,05/21/11,09:45:49.41,370.86,2,263.95,263.95
2,05/21/11,09:46:19.47,501.90,2,263.82,263.82
2,05/21/11,09:54:01.88,433.71,2,268.62,268.62
1,05/21/11,09:58:37.75,576.61,2,245.81,245.81
2,05/21/11,10:00:39.81,411.78,2,291.18,291.18
2,05/21/11,10:05:03.78,460.61,2,268.41,268.41
2,05/21/11,10:05:09.75,543.61,2,164.20,164.20
2,05/21/11,10:09:59.18,417.77,2,408.79,408.79
1,05/21/11,10:11:36.46,394.39,2,271.73,271.73
2,05/21/11,10:13:08.19,408.75,2,343.03,343.03
2,05/21/11,10:13:32.86,444.96,2,242.52,242.52
2,05/21/11,10:18:34.40,485.90,3,843.75,406.72,437.02
2,05/21/11,10:19:07.64,448.97,2,281.29,281.29
2,05/21/11,10:20:47.37,357.42,2,278.66,278.66
1,05/21/11,10:21:11.39,494.05,2,266.69,266.69
1,05/21/11,10:22:02.58,378.24,2,307.12,307.12
1,05/21/11,10:22:56.06,480.89,2,262.98,262.98
1,05/21/11,10:31:20.41,467.67,2,287.07,287.07
1,05/21/11,10:32:59.68,544.35,2,309.04,309.04
2,05/21/11,10:37:47.04,607.83,2,258.24,258.24
2,05/21/11,10:39:37.77,564.59,2,268.27,268.27
1,05/21/11,10:41:59.51,417.73,2,286.32,286.32
2,05/21/11,10:44:29.54,422.60,2,280.78,280.78
1,05/21/11,10:44:35.44,428.16,2,271.68,271.68
2,05/21/11,10:46:21.16,292.92,2,334.66,334.66
1,05/21/11,10:50:00.84,518.62,2,296.81,296.81
1,05/21/11,10:50:10.60,482.96,2,252.43,252.43
1,05/21/11,10:50:36.09,452.91,2,269.48,269.48
1,05/21/11,10:53:25.85,459.83,2,311.27,311.27
1,05/21/11,10:54:48.27,432.30,2,312.00,312.00
2,05/21/11,10:56:38.40,464.75,2,309.06,309.06
1,05/21/11,11:00:33.07,554.88,2,276.22,276.22
1,05/21/11,11:02:04.12,401.57,2,166.19,166.19
1,05/21/11,11:03:16.33,456.37,2,187.79,187.79
1,05/21/11,11:03:27.20,460.99,2,302.83,302.83
1,05/21/11,11:08:42.30,423.46,2,274.48,274.48
1,05/21/11,11:09:18.42,185.78,3,813.99,681.76,132.22
2,05/21/11,11:09:20.38,439.01,2,295.04,295.04
2,05/21/11,11:13:46.69,559.48,2,258.36,258.36
1,05/21/11,11:13:59.44,456.39,2,350.84,350.84
1,05/21/11,11:14:12.44,412.55,3,830.37,400.69,429.68
1,05/21/11,11:14:16.02,416.82,2,264.13,264.13
1,05/21/11,11:14:29.67,526.84,2,262.82,262.82
2,05/21/11,11:16:22.49,454.50,2,312.47,312.47
2,05/21/11,11:23:19.89,439.40,2,362.82,362.82
1,05/21/11,11:24:18.90,447.23,2,363.87,363.87
2,05/21/11,11:28:13.73,501.67,2,316.11,316.11
1,05/21/11,11:30:08.24,305.65,2,491.14,491.14
1,05/21/11,11:30:08.29,302.47,2,391.75,391.75
1,05/21/11,11:35:38.05,428.67,2,310.62,310.62
2,05/21/11,11:36:18.93,375.59,2,168.90,168.90
2,05/21/11,11:38:27.16,524.76,2,268.04,268.04
1,05/21/11,11:46:40.33,439.35,3,734.45,333.26,401.19
2,05/21/11,11:51:35.24,489.69,2,329.60,329.60
2,05/21/11,11:52:32.16,475.79,2,257.62,257.62
2,05/21/11,11:53:19.73,426.62,2,369.80,369.80
2,05/21/11,11:56:36.31,456.11,2,282.32,282.32
1,05/21/11,12:01:42.37,455.44,2,271.98,271.98
1,05/21/11,12:07:17.71,429.00,2,257.77,257.77
2,05/21/11,12:08:26.96,411.16,2,266.09,266.09
2,05/21/11,12:11:25.89,257.59,2,263.65,263.65
2,05/21/11,12:13:29.82,438.12,2,238.14,238.14
1,05/21/11,12:14:14.84,301.31,2,260.91,260.91
2,05/21/11,12:16:00.82,448.88,2,272.17,272.17
2,05/21/11,12:18:38.07,301.39,2,288.59,288.59
2,05/21/11,12:19:33.85,492.27,2,288.35,288.35
2,05/21/11,12:19:36.21,486.54,2,265.13,265.13
1,05/21/11,12:20:22.47,445.51,2,267.93,267.93
2,05/21/11,12:23:13.90,517.46,2,364.29,364.29
1,05/21/11,12:27:36.76,498.48,2,367.17,367.17
2,05/21/11,12:28:32.49,345.36,3,798.60,344.24,454.36
2,05/21/11,12:28:33.41,439.01,2,295.04,295.04
1,05/21/11,12:34:51.98,541.87,2,265.41,265.41
2,05/21/11,12:37:11.86,480.63,2,278.02,278.02
2,05/21/11,12:40:12.44,274.80,2,296.82,296.82
2,05/21/11,12:42:21.47,458.49,2,410.07,410.07
2,05/21/11,12:52:09.68,303.98,2,536.56,536.56
1,05/21/11,12:54:34.68,498.48,2,252.37,252.37
2,05/21/11,12:54:40.67,528.75,2,244.22,244.22
1,05/21/11,12:57:17.92,416.66,2,357.08,357.08
1,05/21/11,12:58:50.11,390.77,2,352.73,352.73
2,05/21/11,12:59:00.05,484.45,2,267.27,267.27
2,05/21/11,13:01:41.40,454.12,2,433.32,433.32
1,05/21/11,13:02:12.78,456.15,2,324.12,324.12
1,05/21/11,13:02:28.65,483.60,2,270.46,270.46
1,05/21/11,13:06:15.45,609.26,2,412.33,412.33
1,05/21/11,13:09:25.36,622.04,2,358.73,358.73
2,05/21/11,13:18:34.92,400.80,2,269.36,269.36
1,05/21/11,13:29:02.40,421.91,2,400.64,400.64
1,05/21/11,13:29:06.63,463.04,2,264.46,264.46
2,05/21/11,13:32:55.56,429.51,2,308.61,308.61
1,05/21/11,13:35:46.74,481.32,2,260.97,260.97
2,05/21/11,13:35:59.31,482.16,2,410.11,410.11
2,05/21/11,13:40:52.54,379.48,3,359.46,42.62,316.84
1,05/21/11,13:43:35.22,522.14,2,247.25,247.25
1,05/21/11,13:43:35.43,456.37,2,295.04,295.04
1,05/21/11,13:50:00.17,535.00,2,262.95,262.95
2,05/21/11,13:51:05.95,454.55,2,355.87,355.87
2,05/21/11,13:53:52.48,505.89,2,259.58,259.58
2,05/21/11,13:56:20.82,526.59,2,277.89,277.89
1,05/21/11,13:56:38.88,349.42,2,274.75,274.75
2,05/21/11,14:08:58.05,591.13,2,419.68,419.68
2,05/21/11,14:14:02.99,505.31,2,283.73,283.73
1,05/21/11,14:15:31.76,429.30,2,251.78,251.78
2,05/21/11,14:16:31.84,359.59,2,436.00,436.00
1,05/21/11,14:19:31.75,680.69,2,308.62,308.62
1,05/21/11,14:20:20.96,456.37,2,295.04,295.04
1,05/21/11,14:20:20.96,302.55,3,426.61,48.11,378.51
2,05/21/11,14:21:48.66,449.94,3,750.77,339.16,411.61
1,05/21/11,14:23:23.34,474.24,2,371.38,371.38
1,05/21/11,14:23:26.19,447.60,2,237.05,237.05
1,05/21/11,14:23:58.75,420.78,2,349.77,349.77
1,05/21/11,14:26:14.33,575.17,2,304.36,304.36
1,05/21/11,14:27:20.83,360.77,2,262.33,262.33
2,05/21/11,14:28:55.67,472.05,2,277.11,277.11
2,05/21/11,14:33:59.88,294.87,2,437.03,437.03
2,05/21/11,14:40:05.01,615.67,2,314.52,314.52
1,05/21/11,14:40:12.14,446.82,2,271.07,271.07
2,05/21/11,14:50:56.72,394.88,2,334.87,334.87
1,05/21/11,14:52:31.89,486.17,2,355.98,355.98
2,05/21/11,14:53:48.10,591.84,2,271.33,271.33
1,05/21/11,15:00:09.63,425.22,2,259.71,259.71
2,05/21/11,15:06:08.39,494.72,2,309.03,309.03
2,05/21/11,15:07:45.20,475.99,2,273.71,273.71
1,05/21/11,15:08:41.60,501.21,2,302.47,302.47
2,05/21/11,15:08:46.31,447.96,2,313.58,313.58
2,05/21/11,15:12:34.36,379.68,2,360.11,360.11
2,05/21/11,15:13:22.47,499.27,2,267.69,267.69
2,05/21/11,15:15:55.13,471.69,2,268.71,268.71
1,05/21/11,15:16:01.57,292.43,2,263.51,263.51
2,05/21/11,15:16:20.68,300.36,2,264.21,264.21
1,05/21/11,15:17:44.83,277.86,2,262.56,262.56
1,05/21/11,15:18:40.42,597.57,2,412.93,412.93
1,05/21/11,15:19:33.33,570.24,2,270.80,270.80
2,05/21/11,15:21:41.41,361.81,2,257.01,257.01
2,05/21/11,15:22:30.61,377.07,3,840.88,405.50,435.38
2,05/21/11,15:22:34.43,414.89,2,358.49,358.49
1,05/21/11,15:23:46.61,334.94,2,252.68,252.68
1,05/21/11,15:23:58.61,473.99,2,389.51,389.51
2,05/21/11,15:25:13.47,465.24,2,370.27,370.27
1,05/21/11,15:25:43.52,430.35,2,301.94,301.94
1,05/21/11,15:27:22.15,599.69,2,347.95,347.95
1,05/21/11,15:30:53.70,383.83,2,292.32,292.32
1,05/21/11,15:32:43.91,379.35,2,428.33,428.33
2,05/21/11,15:35:54.99,351.78,2,296.56,296.56
1,05/21/11,15:46:13.51,549.60,3,827.09,399.33,427.76
1,05/21/11,15:48:02.31,486.44,2,306.37,306.37
1,05/21/11,15:49:44.36,492.88,2,388.25,388.25
1,05/21/11,15:52:28.75,477.23,2,294.72,294.72
1,05/21/11,15:53:17.22,518.26,2,262.25,262.25
2,05/21/11,15:54:35.82,465.05,2,405.43,405.43
1,05/21/11,15:56:07.70,477.49,2,267.26,267.26
1,05/21/11,16:03:05.22,482.80,2,259.16,259.16
2,05/21/11,16:10:56.21,385.15,2,269.46,269.46
2,05/21/11,16:11:00.28,486.60,2,164.35,164.35
1,05/21/11,16:12:56.04,404.60,2,272.51,272.51
2,05/21/11,16:13:39.81,353.82,2,265.31,265.31
2,05/21/11,16:14:24.78,480.84,2,253.44,253.44
2,05/21/11,16:16:12.62,334.64,2,324.30,324.30
2,05/21/11,16:16:38.51,310.25,2,269.93,269.93
2,05/21/11,16:18:01.04,504.84,2,279.57,279.57
2,05/21/11,16:18:29.22,400.54,2,271.45,271.45
2,05/21/11,16:18:34.17,413.25,2,437.87,437.87
2,05/21/11,16:20:41.15,560.62,2,266.95,266.95
2,05/21/11,16:25:30.88,623.19,2,268.84,268.84
1,05/21/11,16:27:38.06,409.47,2,275.76,275.76
2,05/21/11,16:28:40.48,449.89,2,295.55,295.55
1,05/21/11,16:29:25.99,607.24,2,354.53,354.53
1,05/21/11,16:32:33.65,370.67,2,242.64,242.64
2,05/21/11,16:44:04.84,515.52,2,267.85,267.85
2,05/21/11,17:04:34.89,496.96,2,281.04,281.04
2,05/21/11,17:06:17.82,476.09,2,268.69,268.69
1,05/21/11,17:07:04.36,456.37,2,295.04,295.04
1,05/21/11,17:07:04.38,152.55,3,274.75,21.17,253.58
1,05/21/11,17:07:05.06,456.37,2,295.04,295.04
1,05/21/11,17:07:57.87,456.37,2,295.04,295.04
1,05/21/11,17:07:57.87,275.35,3,426.54,43.44,383.10
2,05/21/11,17:08:56.10,310.73,2,435.92,435.92
2,05/21/11,17:15:41.11,394.42,2,260.49,260.49
2,05/21/11,17:20:45.94,488.98,2,372.31,372.31
1,05/21/11,17:21:46.01,425.18,2,353.58,353.58
2,05/21/11,17:21:56.43,466.08,2,277.10,277.10
1,05/21/11,17:23:06.72,499.22,2,299.31,299.31
1,05/21/11,17:24:57.79,405.57,2,256.16,256.16
2,05/21/11,17:30:06.87,574.42,2,327.43,327.43
2,05/21/11,17:30:49.52,197.57,2,277.19,277.19
2,05/21/11,17:30:49.59,382.02,2,534.05,534.05
2,05/21/11,17:31:07.71,447.82,2,268.06,268.06
1,05/21/11,17:33:15.03,373.19,2,264.58,264.58
2,05/21/11,17:34:47.27,228.95,2,267.00,267.00
1,05/21/11,17:34:57.49,419.05,2,406.79,406.79
1,05/21/11,17:38:08.23,437.99,2,264.51,264.51
2,05/21/11,17:39:05.01,477.34,2,276.47,276.47
1,05/21/11,17:41:10.97,594.33,2,286.48,286.48
2,05/21/11,17:43:11.25,464.60,2,291.26,291.26
2,05/21/11,17:49:29.51,378.05,2,280.67,280.67
1,05/21/11,17:51:50.46,503.57,2,262.81,262.81
2,05/21/11,17:53:32.47,463.72,2,248.08,248.08
2,05/21/11,17:53:56.98,436.60,2,280.11,280.11
1,05/21/11,17:54:06.53,570.53,2,261.92,261.92
2,05/21/11,17:56:32.03,616.97,2,270.78,270.78
2,05/21/11,17:57:34.67,393.54,2,354.65,354.65
2,05/21/11,18:01:01.08,389.14,2,279.79,279.79
2,05/21/11,18:01:43.98,473.58,2,273.27,273.27
1,05/21/11,18:10:42.79,453.47,2,318.04,318.04
2,05/21/11,18:11:43.44,439.01,2,57.11,57.11
2,05/21/11,18:11:43.52,272.18,3,414.59,210.23,204.35
1,05/21/11,18:11:44.32,439.01,2,295.04,295.04
2,05/21/11,18:13:08.82,533.11,2,269.09,269.09
1,05/21/11,18:13:35.26,511.91,2,278.10,278.10
2,05/21/11,18:16:58.98,478.27,2,270.85,270.85
2,05/21/11,18:18:33.80,528.30,2,310.60,310.60
2,05/21/11,18:19:46.58,525.71,2,242.80,242.80
2,05/21/11,18:26:22.52,414.58,2,335.22,335.22
1,05/21/11,18:30:49.50,421.67,2,326.66,326.66
2,05/21/11,18:31:38.51,361.69,2,259.25,259.25
1,05/21/11,18:34:23.11,436.16,2,254.36,254.36
